Customer_ID,Business_Type,Customer_Segment,Industry,State,City,Registration_Date,Registration_Month,Business_Age,Number_of_Employees,Monthly_Revenue_Capped,Risk_Score,Churn_Status,Acquisition_Channel,Is_Moniebook_User,First_Moniebook_Usage_Date,Days_To_Adopt_Moniebook,Moniebook_Usage_Events,Moniebook_Sessions,Total_Transaction_Records,Successful_Transactions,Failed_Transactions,Total_Transaction_Value,Total_Fees,Total_Profit,Products_With_Transactions,Avg_Transaction_Value,Engagement_Days,Total_Logins,Push_Notifications_Opened,Email_Clicks,Support_Tickets,Avg_Satisfaction_Score,Latest_CLV,Latest_Total_Revenue,Latest_Total_Transactions,Latest_Products_Used,Latest_Days_Since_Last_Login
CUST004146,"Registered Business Name",Micro,Fashion,Enugu,Nsukka,"2025-08-23 00:00:00",2025-08-01,4.60,1,442016.00,37.60,Active,Referral,0,NULL,NULL,0,0,27,25,2,381302.88,2549.34,1340.52,3,15252.12,5,11,1,1,0,7.16,2319.10,1340.52,25,3,3
CUST004147,"Sole Proprietorship",Small,FMCG,Oyo,Ibadan,"2024-05-12 00:00:00",2024-05-01,22.30,17,2338993.00,47.50,Active,,1,"2025-07-08 00:00:00",422,13,107,126,116,10,11470350.19,65435.54,34124.12,5,96389.50,20,123,37,14,1,7.04,96786.34,34972.48,116,5,8
CUST004148,"Limited Liability Company",Small,"Beauty & Personal Care",Edo,"Benin City","2024-01-25 00:00:00",2024-01-01,3.10,8,2337085.00,98.00,Active,Referral,1,"2025-01-09 00:00:00",350,22,136,167,146,21,15922795.08,71463.25,38099.31,4,99517.47,24,139,35,28,3,6.56,100379.35,39341.31,146,4,45
CUST004149,"Limited Liability Company",Medium,"Beauty & Personal Care",Enugu,Nsukka,"2024-01-24 00:00:00",2024-01-01,5.40,37,4295145.00,43.40,Inactive,"Field Sales",1,"2025-02-02 00:00:00",375,14,97,101,92,9,33789712.21,326036.48,170311.95,3,355681.18,24,315,84,21,3,7.07,456117.36,195297.52,92,3,11
CUST004150,"Registered Business Name",Micro,Retail,Oyo,Iseyin,"2025-04-22 00:00:00",2025-04-01,2.70,2,469352.00,59.20,Active,"Field Sales",1,"2025-06-05 00:00:00",44,7,46,17,14,3,405757.24,1891.59,1102.00,2,23868.07,9,21,5,16,0,6.96,2335.69,1102.00,14,2,13
CUST004151,"Sole Proprietorship",Small,"Food & Restaurant",Lagos,Mushin,"2024-12-30 00:00:00",2024-12-01,5.40,16,2807881.00,37.20,Active,"Field Sales",1,"2025-02-11 00:00:00",43,24,180,83,80,3,9756731.19,54700.63,29193.19,4,120453.47,13,107,24,11,1,7.39,74486.42,29193.19,80,4,18
CUST004152,"Registered Business Name",Micro,Electronics,FCT,Gwarinpa,"2024-06-04 00:00:00",2024-06-01,1.60,3,174843.00,50.00,Inactive,"Field Sales",0,NULL,NULL,0,0,31,29,2,264941.27,1342.60,745.97,1,8831.38,19,43,7,18,1,6.54,1051.82,745.97,29,1,20
CUST004153,Partnership,Small,Wholesale,Rivers,Obio-Akpor,"2025-09-01 00:00:00",2025-09-01,2.30,17,3341314.00,29.60,Active,"Field Sales",1,"2025-10-09 00:00:00",38,5,43,21,17,4,2882125.07,10853.22,4593.25,4,137244.05,4,27,4,3,1,6.65,13950.89,5467.72,17,4,14
CUST004154,"Limited Liability Company",Micro,"Food & Restaurant",Kaduna,Kaduna,"2024-03-11 00:00:00",2024-03-01,NULL,2,435673.00,58.40,Active,"Field Sales",0,NULL,NULL,0,0,32,29,3,541813.02,3013.93,1438.72,1,16931.66,22,52,9,25,0,6.77,2091.27,1483.17,29,1,9
CUST004155,"Agent Network",Medium,Pharmacy,Benue,Gboko,"2024-03-22 00:00:00",2024-03-01,5.30,21,12481136.00,40.40,Active,"Field Sales",1,"2025-05-08 00:00:00",412,12,77,209,191,18,120397464.24,645452.48,341404.11,5,581630.26,22,220,76,23,2,7.30,1228809.27,NULL,191,5,20
CUST004156,"Agent Network",Medium,Fashion,FCT,Wuse,"2024-01-01 00:00:00",2024-01-01,7.00,78,8182457.00,71.20,Inactive,Referral,0,NULL,NULL,0,0,217,202,15,106729990.62,871170.78,441432.49,5,513124.95,24,173,50,19,2,6.58,1233746.17,1026506.81,202,5,50
CUST004157,"Sole Proprietorship",Small,Agriculture,Rivers,Bonny,"2024-09-14 00:00:00",2024-09-01,6.70,9,635636.00,49.80,Active,Referral,1,"2025-02-17 00:00:00",156,19,143,106,102,4,2260317.64,14435.76,7256.75,4,22379.38,16,135,40,13,1,7.02,19308.43,7567.48,102,4,25
CUST004158,"Sole Proprietorship",Micro,Fashion,Kaduna,Zaria,"2025-11-15 00:00:00",2025-11-01,5.40,2,347599.00,75.30,Churned,"Partner Bank",0,NULL,NULL,0,0,0,0,0,0.00,0.00,0.00,0,NULL,1,0,0,0,0,5.20,0.00,0.00,0,0,NULL
CUST004159,"Sole Proprietorship",Micro,Agriculture,Enugu,Nsukka,"2025-10-14 00:00:00",2025-10-01,7.10,5,412328.00,52.60,Active,Referral,1,"2025-11-21 00:00:00",38,3,12,12,10,2,193181.95,852.37,545.20,4,21464.66,3,5,0,2,0,6.40,NULL,545.20,10,4,16
CUST004160,"Sole Proprietorship",Micro,Wholesale,Lagos,Mushin,"2024-03-16 00:00:00",2024-03-01,3.80,5,602703.00,NULL,Active,Referral,0,NULL,NULL,0,0,73,64,9,1671757.70,9925.19,4774.00,3,23218.86,22,46,9,14,0,6.67,8544.80,4939.19,64,3,15
CUST004161,"Limited Liability Company",Enterprise,Retail,"Akwa Ibom","Ikot Ekpene","2025-08-20 00:00:00",2025-08-01,NULL,261,14978725.00,56.90,Active,"Field Sales",1,"2025-09-01 00:00:00",12,5,26,66,59,7,56045133.41,279129.10,150934.30,4,849168.69,5,95,25,8,1,7.08,546087.59,NULL,59,4,10
CUST004162,"Registered Business Name",Micro,Logistics,Enugu,Enugu,"2024-09-04 00:00:00",2024-09-01,7.60,1,208319.00,44.40,Inactive,"Field Sales",0,NULL,NULL,0,0,20,18,2,134114.58,800.34,462.92,1,7058.66,16,44,4,17,1,6.25,652.72,462.92,18,1,3
CUST004163,"Registered Business Name",Micro,"Beauty & Personal Care",Lagos,Lekki,"2025-11-04 00:00:00",2025-11-01,4.60,5,897919.00,36.30,Active,"Field Sales",0,NULL,NULL,0,0,0,0,0,0.00,0.00,0.00,0,NULL,2,6,1,2,0,7.05,0.00,0.00,0,0,20
CUST004164,"Registered Business Name",Medium,"Food & Restaurant",Osun,"Ile Ife","2025-08-14 00:00:00",2025-08-01,8.40,65,20699757.00,46.70,Active,"Field Sales",0,NULL,NULL,0,0,27,26,1,24123215.21,111691.53,62672.65,3,893452.42,5,44,13,3,0,7.00,113901.75,65839.16,26,3,27
CUST004165,"Sole Proprietorship",Small,Wholesale,Oyo,Oyo,"2025-08-11 00:00:00",2025-08-01,6.50,16,711225.00,NULL,Inactive,"Field Sales",0,NULL,NULL,0,0,23,23,0,682839.72,4198.96,2307.31,2,31038.17,5,18,1,6,0,6.38,3757.28,2393.17,23,2,22
CUST004166,Partnership,Micro,Retail,FCT,Abuja,"2024-02-27 00:00:00",2024-02-01,6.80,5,1102187.00,49.40,Inactive,"Partner Bank",1,"2025-05-06 00:00:00",434,10,106,79,74,5,2741618.61,11508.94,5869.33,3,37048.90,23,48,9,25,1,6.75,13790.64,5904.79,74,3,29
CUST004167,"Sole Proprietorship",Small,Retail,Kano,Wudil,"2025-04-30 00:00:00",2025-04-01,6.10,12,2277168.00,70.50,Active,"Social Media",1,"2025-09-18 00:00:00",141,8,65,56,48,8,6356711.73,29150.92,14503.99,3,115576.58,9,66,17,13,0,6.47,35434.81,15172.26,48,3,23
CUST004168,"Limited Liability Company",Micro,Retail,Lagos,Lekki,"2024-09-01 00:00:00",2024-09-01,6.80,5,344502.00,34.80,Active,"Field Sales",0,NULL,NULL,0,0,67,59,8,921202.05,5710.38,2750.09,2,14622.25,16,30,3,9,0,5.58,4353.28,2772.79,59,2,20
CUST004169,"Registered Business Name",Medium,Agriculture,Rivers,Eleme,"2024-09-30 00:00:00",2024-09-01,10.30,24,7307326.00,37.50,Active,"Agent Network",0,NULL,NULL,0,0,179,167,12,76524130.11,553809.16,290603.67,6,447509.53,16,156,45,15,0,6.79,837235.14,378839.43,167,6,21
CUST004170,"Registered Business Name",Micro,Electronics,Rivers,Eleme,"2025-12-09 00:00:00",2025-12-01,7.70,3,431314.00,42.10,Active,"Field Sales",0,NULL,NULL,0,0,1,1,0,58538.26,175.61,63.18,1,58538.26,1,3,1,1,0,5.30,89.08,63.18,1,1,14
CUST004171,"Sole Proprietorship",Small,"Education Services",Lagos,Yaba,"2024-09-01 00:00:00",2024-09-01,4.20,8,4398869.00,60.90,Active,"Field Sales",0,NULL,NULL,0,0,54,48,6,16423434.28,191185.89,99848.98,2,304137.67,16,76,23,16,0,5.63,165079.20,105145.99,48,2,11
CUST004172,"Sole Proprietorship",Medium,"Food & Restaurant",Anambra,Onitsha,"2024-09-06 00:00:00",2024-09-01,4.60,34,2500000.00,22.10,Churned,Referral,0,NULL,NULL,0,0,74,68,6,7021086.41,48308.64,25619.24,3,96179.27,10,93,29,7,0,6.89,44321.29,25619.24,68,3,21
CUST004173,"Agent Network",Small,Logistics,Kwara,Offa,"2024-11-10 00:00:00",2024-11-01,6.20,18,2077519.00,35.50,Active,,0,NULL,NULL,0,0,55,53,2,3607380.03,17225.27,8334.90,3,69372.69,14,75,16,10,1,5.96,15247.39,8813.52,53,3,25
CUST004174,"Registered Business Name",Small,Pharmacy,Lagos,Ikorodu,"2024-08-25 00:00:00",2024-08-01,8.90,11,2007896.00,46.60,Active,"Field Sales",0,NULL,NULL,0,0,0,0,0,0.00,0.00,0.00,0,NULL,1,7,3,0,0,7.10,0.00,0.00,0,0,NULL
CUST004175,"Registered Business Name",Micro,FMCG,Anambra,Nnewi,"2024-10-05 00:00:00",2024-10-01,9.00,1,816568.00,32.10,Active,"Field Sales",1,"2025-06-14 00:00:00",252,15,104,54,47,7,2054168.06,11545.79,5587.64,3,38040.15,15,46,4,16,1,6.99,13933.24,5965.85,47,3,19
CUST004176,"Sole Proprietorship",Medium,"Food & Restaurant",Kaduna,Zaria,"2024-02-17 00:00:00",2024-02-01,4.50,49,10216518.00,33.40,Churned,Referral,0,NULL,NULL,0,0,68,65,3,25709733.79,119457.95,61732.20,2,389541.42,20,230,69,18,6,6.30,97256.37,61946.73,65,2,2
CUST004177,"Registered Business Name",Micro,Electronics,Lagos,Ajah,"2025-08-27 00:00:00",2025-08-01,8.20,1,1360490.00,78.20,Inactive,"Field Sales",0,NULL,NULL,0,0,19,17,2,913476.05,5971.27,2697.38,3,53733.89,5,6,0,2,0,5.72,5855.22,3384.52,17,3,56
CUST004178,"Registered Business Name",Micro,Fashion,Lagos,Lekki,"2024-11-17 00:00:00",2024-11-01,NULL,1,304495.00,57.80,Active,Referral,0,NULL,NULL,0,0,35,33,2,467887.29,1948.89,1129.37,2,14178.40,14,28,2,10,0,7.08,1851.74,1179.45,33,2,16
CUST004179,"Agent Network",Micro,"Food & Restaurant",Enugu,Udi,"2025-04-14 00:00:00",2025-04-01,6.20,5,248998.00,76.70,Active,"Social Media",0,NULL,NULL,0,0,17,16,1,107954.93,309.00,153.42,1,6747.18,9,27,4,9,0,6.83,216.32,153.42,16,1,27
CUST004180,"Sole Proprietorship",Micro,Wholesale,Lagos,Surulere,"2025-10-29 00:00:00",2025-10-01,9.10,3,894012.00,32.70,Inactive,"Partner Bank",0,NULL,NULL,0,0,3,3,0,97555.07,292.67,125.23,1,32518.36,3,3,0,2,0,7.03,176.57,125.23,3,1,8
CUST004181,"Registered Business Name",Small,"Beauty & Personal Care",Lagos,Yaba,"2024-04-03 00:00:00",2024-04-01,1.90,16,1125851.00,60.90,Active,Website,0,NULL,NULL,0,0,0,0,0,0.00,0.00,0.00,0,NULL,4,25,9,1,0,6.80,0.00,NULL,0,0,200
CUST004182,"Sole Proprietorship",Micro,Retail,Lagos,Alaba,"2024-05-16 00:00:00",2024-05-01,1.50,4,889415.00,72.70,Active,"Trade Fair",0,NULL,NULL,0,0,0,0,0,0.00,0.00,0.00,0,NULL,2,3,0,3,0,5.05,0.00,0.00,0,0,53
CUST004183,"Limited Liability Company",Micro,Electronics,Kano,Kano,"2025-02-08 00:00:00",2025-02-01,11.50,3,477100.00,45.90,Active,"Agent Network",0,NULL,NULL,0,0,21,20,1,329484.69,1827.94,886.25,1,15689.75,11,26,6,9,0,6.95,1308.90,928.30,20,1,37
CUST004184,"Limited Liability Company",Micro,Pharmacy,Kaduna,Zaria,"2024-06-15 00:00:00",2024-06-01,1.60,4,534950.00,45.70,Active,,0,NULL,NULL,0,0,69,63,6,1327909.60,8725.84,4738.56,2,19528.08,19,41,3,10,1,6.06,7519.44,4789.45,63,2,4
CUST004185,"Registered Business Name",Medium,Wholesale,Edo,Ekpoma,"2024-05-30 00:00:00",2024-05-01,4.10,66,3688426.00,56.50,Active,"Agent Network",1,"2025-06-13 00:00:00",379,11,77,154,138,16,43279792.21,492894.69,221426.56,4,288531.95,20,219,74,22,2,6.96,671825.31,263306.02,138,4,20
CUST004186,"Sole Proprietorship",Enterprise,Agriculture,Kaduna,Kafanchan,"2025-11-07 00:00:00",2025-11-01,3.60,120,9704932.00,23.80,Active,"Trade Fair",0,NULL,NULL,0,0,13,13,0,6863516.31,41181.11,21830.92,2,527962.79,2,45,20,0,0,5.60,34274.54,21830.92,13,2,12
CUST004187,"Sole Proprietorship",Micro,FMCG,Rivers,Eleme,"2024-01-31 00:00:00",2024-01-01,5.80,5,806835.00,49.80,Churned,Referral,0,NULL,NULL,0,0,9,9,0,248433.16,1490.59,758.70,1,27603.68,9,22,2,5,0,6.57,1069.77,758.70,9,1,22
CUST004188,"Registered Business Name",Micro,Fashion,Lagos,Ajah,"2024-07-20 00:00:00",2024-07-01,5.90,2,738212.00,48.30,Active,"Agent Network",1,"2025-03-31 00:00:00",254,12,60,55,51,4,1928192.22,10643.74,4805.84,3,35707.26,18,32,6,25,0,6.98,11432.32,4895.02,51,3,14
CUST004189,"Registered Business Name",Small,FMCG,Ondo,Akure,"2024-12-30 00:00:00",2024-12-01,4.90,9,1043155.00,27.00,Active,Referral,0,NULL,NULL,0,0,39,33,6,5420623.29,70726.20,35744.91,3,146503.33,13,64,16,5,1,6.77,61838.69,35744.91,33,3,26
CUST004190,"Sole Proprietorship",Medium,Retail,"Akwa Ibom","Ikot Ekpene","2024-05-31 00:00:00",2024-05-01,4.20,41,NULL,28.00,Active,Referral,1,"2025-08-07 00:00:00",433,10,75,105,95,10,14693767.24,60004.94,29195.04,4,145482.84,20,195,65,21,3,6.79,78417.04,30733.70,95,4,21
CUST004191,"Sole Proprietorship",Micro,"Food & Restaurant",FCT,Gwarinpa,"2024-06-21 00:00:00",2024-06-01,2.50,4,1252588.00,29.20,Churned,"Trade Fair",1,"2025-05-07 00:00:00",320,4,31,24,24,0,1039943.55,6395.78,2584.74,2,45214.94,14,46,10,11,1,7.61,6663.45,3143.88,24,2,20
CUST004192,"Sole Proprietorship",Micro,Logistics,Rivers,"Port Harcourt","2024-10-28 00:00:00",2024-10-01,6.20,3,733699.00,75.20,Churned,"Field Sales",0,NULL,NULL,0,0,17,15,2,417009.91,2405.20,1154.38,2,24529.99,5,16,5,4,0,6.46,1812.38,1154.38,15,2,5
CUST004193,"Registered Business Name",Micro,FMCG,Abia,Aba,"2024-01-26 00:00:00",2024-01-01,2.80,4,193753.00,30.60,Active,"Agent Network",0,NULL,NULL,0,0,43,42,1,333086.34,1790.82,869.33,1,7746.19,24,66,11,25,1,6.29,1358.87,963.74,42,1,28
CUST004194,Partnership,Enterprise,Retail,Rivers,Bonny,"2025-01-27 00:00:00",2025-01-01,NULL,258,27902976.04,67.70,Active,Referral,1,"2025-09-09 00:00:00",225,8,73,122,112,10,149715347.89,758527.39,394892.70,4,1268774.13,12,192,56,5,2,7.03,NULL,435382.81,112,4,12
CUST004195,"Limited Liability Company",Medium,FMCG,FCT,Wuse,"2024-11-23 00:00:00",2024-11-01,2.40,71,5786607.00,54.80,Active,Referral,1,"2025-06-30 00:00:00",219,10,51,158,147,11,38054884.35,205190.01,105982.09,5,248724.73,14,192,56,16,1,6.97,301088.50,NULL,147,5,29
CUST004196,"Sole Proprietorship",Micro,Logistics,Edo,Ekpoma,"2025-01-14 00:00:00",2025-01-01,0.60,5,366618.00,53.90,Active,Website,0,NULL,NULL,0,0,52,48,4,1673375.95,12282.90,6435.38,2,32811.29,12,42,10,10,1,6.13,10156.25,6468.95,48,2,24
CUST004197,"Registered Business Name",Small,"Beauty & Personal Care",FCT,Kubwa,"2025-09-28 00:00:00",2025-09-01,9.30,14,3211479.00,56.60,Active,"Field Sales",0,NULL,NULL,0,0,7,6,1,1038172.67,3345.62,1723.76,2,148310.38,4,15,5,6,1,6.05,2706.30,1723.76,6,2,3
CUST004198,"Registered Business Name",Micro,Pharmacy,Rivers,"Port Harcourt","2025-10-10 00:00:00",2025-10-01,3.70,4,491592.00,63.00,Churned,"Trade Fair",0,NULL,NULL,0,0,3,3,0,127461.12,972.34,445.30,2,42487.04,3,5,0,0,0,4.73,699.12,445.30,3,2,18
CUST004199,"Sole Proprietorship",Enterprise,FMCG,FCT,Garki,"2025-07-13 00:00:00",2025-07-01,6.50,212,15914682.00,39.80,Active,"Field Sales",1,"2025-09-24 00:00:00",73,2,22,81,74,7,51013186.19,307751.40,155700.02,5,662508.91,6,86,26,7,0,7.50,435763.82,157457.57,74,5,24
CUST004200,"Limited Liability Company",Micro,Electronics,Borno,Maiduguri,"2025-03-19 00:00:00",2025-03-01,5.40,5,NULL,41.30,Active,Referral,0,NULL,NULL,0,0,0,0,0,0.00,0.00,0.00,0,NULL,0,0,0,0,0,NULL,0.00,0.00,0,0,NULL
CUST004201,"Sole Proprietorship",Micro,Fashion,Anambra,Onitsha,"2025-11-03 00:00:00",2025-11-01,1.80,5,287697.00,27.50,Active,,0,NULL,NULL,0,0,0,0,0,0.00,0.00,0.00,0,NULL,2,6,2,2,0,7.65,0.00,0.00,0,0,17
CUST004202,"Sole Proprietorship",Medium,Fashion,Lagos,Lekki,"2025-07-31 00:00:00",2025-07-01,5.90,35,NULL,20.00,Churned,Referral,0,NULL,NULL,0,0,55,53,2,30941828.46,240763.55,125420.70,5,583808.08,6,63,18,2,0,7.12,430593.62,210045.67,53,5,21
CUST004203,"Registered Business Name",Medium,"Food & Restaurant",Anambra,Ekwulobia,"2024-09-30 00:00:00",2024-09-01,13.70,35,5000183.00,87.30,Active,"Partner Bank",0,NULL,NULL,0,0,146,134,12,32547023.22,219394.26,116166.82,3,230829.95,16,144,42,15,0,6.29,204546.79,118235.14,134,3,28
CUST004204,"Registered Business Name",Medium,Logistics,Rivers,Bonny,"2024-02-22 00:00:00",2024-02-01,2.70,27,8175223.00,61.90,Active,"Partner Bank",1,"2025-02-14 00:00:00",358,17,113,222,195,27,66717744.79,332514.67,169760.48,4,306044.70,23,270,83,14,1,6.96,442940.78,173600.15,195,4,8
CUST004205,Partnership,Micro,"Food & Restaurant",Lagos,Ikorodu,"2024-04-01 00:00:00",2024-04-01,2.80,4,492422.00,50.50,Active,Website,0,NULL,NULL,0,0,71,61,10,1227025.91,7728.86,4072.84,2,17782.98,21,42,3,22,1,6.16,6436.78,4099.86,61,2,23
CUST004206,"Registered Business Name",Micro,Wholesale,"Akwa Ibom",Uyo,"2025-11-24 00:00:00",2025-11-01,5.60,5,434054.00,41.50,Inactive,Referral,0,NULL,NULL,0,0,4,3,1,72103.40,485.03,193.00,1,18025.85,2,1,0,3,0,7.90,272.13,193.00,3,1,4
CUST004207,"Sole Proprietorship",Small,"Food & Restaurant",Kwara,Offa,"2024-02-02 00:00:00",2024-02-01,4.50,13,1583675.00,39.50,Active,Referral,1,"2025-09-01 00:00:00",577,8,69,176,161,15,25012249.40,287353.64,160188.82,6,148882.44,23,124,35,28,3,6.45,481349.83,161337.30,161,6,16
CUST004208,"Sole Proprietorship",Micro,Retail,FCT,Garki,"2025-02-25 00:00:00",2025-02-01,3.20,3,602375.00,37.70,Active,"Partner Bank",0,NULL,NULL,0,0,38,34,4,976431.07,5867.43,2537.07,2,25695.55,11,29,6,8,1,6.56,4310.33,NULL,34,2,23
CUST004209,"Sole Proprietorship",Micro,"Food & Restaurant",Kaduna,Kafanchan,"2024-04-12 00:00:00",2024-04-01,1.30,2,792582.00,12.90,Active,"Field Sales",0,NULL,NULL,0,0,27,25,2,897507.00,4994.34,2763.91,1,33241.00,21,54,11,25,0,6.94,3897.11,2763.91,25,1,23
CUST004210,"Sole Proprietorship",Small,Electronics,Ondo,Akure,"2025-07-02 00:00:00",2025-07-01,NULL,16,1448975.00,60.80,Active,"Partner Bank",0,NULL,NULL,0,0,32,30,2,1264637.87,7145.36,3527.03,3,40794.77,6,31,11,4,1,6.78,NULL,3708.17,30,3,3
CUST004211,Partnership,Micro,FMCG,Lagos,Yaba,"2025-04-12 00:00:00",2025-04-01,7.50,1,705372.00,39.50,Inactive,"Field Sales",1,"2025-09-20 00:00:00",161,3,17,38,34,4,1135538.14,7261.51,3694.62,3,31542.73,9,22,2,11,2,6.30,8628.79,3694.62,34,3,21
CUST004212,"Sole Proprietorship",Enterprise,Electronics,Anambra,Nnewi,"2025-06-16 00:00:00",2025-06-01,2.10,252,26535084.00,19.80,Active,Referral,1,"2025-08-20 00:00:00",65,4,42,23,22,1,29719128.59,116424.57,62289.88,1,1292136.03,7,148,61,7,0,7.70,118568.79,62289.88,22,1,17
CUST004213,"Agent Network",Small,FMCG,Lagos,Yaba,"2024-03-13 00:00:00",2024-03-01,3.10,11,999619.00,21.40,Churned,"Field Sales",0,NULL,NULL,0,0,0,0,0,0.00,0.00,0.00,0,NULL,1,8,3,0,0,6.90,0.00,0.00,0,0,250
CUST004214,"Sole Proprietorship",Micro,"Education Services",Oyo,Ibadan,"2025-11-03 00:00:00",2025-11-01,2.10,3,327557.00,63.60,Inactive,"Agent Network",0,NULL,NULL,0,0,3,2,1,100471.40,679.75,250.25,1,33490.47,2,1,0,1,1,7.30,352.85,250.25,2,1,6
CUST004215,"Registered Business Name",Small,Retail,Anambra,Awka,"2025-09-15 00:00:00",2025-09-01,2.10,16,1371989.00,38.60,Active,"Field Sales",1,"2025-11-07 00:00:00",53,2,8,16,14,2,1886335.12,13372.55,6382.66,3,125755.67,4,24,7,5,0,7.70,14906.70,6382.66,14,3,30
CUST004216,"Limited Liability Company",Medium,Retail,Lagos,Surulere,"2024-10-05 00:00:00",2024-10-01,1.80,22,11158176.00,39.10,Active,"Field Sales",0,NULL,NULL,0,0,172,156,16,79508328.24,471378.83,254062.30,5,478965.83,15,154,55,19,0,6.43,525171.15,256181.05,156,5,3
CUST004217,"Sole Proprietorship",Medium,"Food & Restaurant",Oyo,Oyo,"2025-01-12 00:00:00",2025-01-01,4.70,32,7168192.00,53.40,Active,,1,"2025-02-14 00:00:00",33,10,78,143,137,6,42323387.01,238319.25,115696.54,5,306691.21,12,189,55,13,0,7.52,344028.34,124310.15,137,5,19
CUST004218,"Registered Business Name",Micro,"Food & Restaurant",Lagos,Surulere,"2025-02-25 00:00:00",2025-02-01,5.50,3,565691.00,51.40,Active,Website,0,NULL,NULL,0,0,18,18,0,416324.74,1566.48,653.39,2,23129.15,11,26,6,6,1,5.92,1174.19,747.89,18,2,15
CUST004219,"Registered Business Name",Micro,Logistics,Rivers,Obio-Akpor,"2025-08-19 00:00:00",2025-08-01,4.80,NULL,292492.00,49.90,Churned,"Social Media",0,NULL,NULL,0,0,7,7,0,76163.52,451.41,209.08,1,10880.50,5,13,1,1,0,5.76,294.80,209.08,7,1,10
CUST004220,"Agent Network",Micro,Agriculture,Lagos,Ajah,"2025-06-16 00:00:00",2025-06-01,9.60,3,604767.00,83.90,Active,"Field Sales",0,NULL,NULL,0,0,20,19,1,915571.84,3439.69,1801.06,2,50865.10,7,18,2,11,1,6.51,2827.66,1801.06,19,2,10
CUST004221,"Sole Proprietorship",Small,"Food & Restaurant",FCT,Wuse,"2025-04-03 00:00:00",2025-04-01,13.30,20,1784552.00,48.00,Active,"Field Sales",0,NULL,NULL,0,0,19,17,2,1024251.45,3032.64,1557.38,1,60250.09,9,42,11,5,2,5.85,2422.17,1717.85,17,1,21
CUST004222,"Sole Proprietorship",Micro,"Beauty & Personal Care",Kaduna,Kafanchan,"2024-03-22 00:00:00",2024-03-01,4.60,4,469345.00,48.50,Active,"Partner Bank",0,NULL,NULL,0,0,66,60,6,997514.54,5393.87,2866.87,2,15586.16,22,49,5,20,4,6.35,4704.54,2996.52,60,2,10
CUST004223,"Registered Business Name",Small,Retail,Edo,"Benin City","2024-10-25 00:00:00",2024-10-01,3.40,9,2256974.00,46.90,Active,"Field Sales",0,NULL,NULL,0,0,43,38,5,11954381.73,159341.34,87520.89,2,278008.88,15,74,12,13,1,6.98,148837.93,94801.23,38,2,18
CUST004224,"Registered Business Name",Micro,Pharmacy,"Akwa Ibom","Ikot Ekpene","2025-08-29 00:00:00",2025-08-01,4.10,2,320443.00,51.40,Active,"Trade Fair",0,NULL,NULL,0,0,22,20,2,284614.30,1692.42,934.06,3,14230.72,5,15,3,1,0,6.70,1615.92,934.06,20,3,NULL
CUST004225,"Registered Business Name",Small,Fashion,Enugu,Udi,"2024-08-24 00:00:00",2024-08-01,3.20,6,1986105.00,55.70,Churned,Referral,0,NULL,NULL,0,0,13,12,1,1064895.70,6213.62,3212.04,1,81915.05,6,39,10,4,2,6.97,4528.98,3212.04,12,1,26
CUST004226,"Registered Business Name",Micro,Fashion,Ogun,Sagamu,"2024-11-26 00:00:00",2024-11-01,9.00,1,431926.00,47.40,Active,"Field Sales",0,NULL,NULL,0,0,18,17,1,519384.18,2977.49,1509.29,1,28854.68,14,31,5,15,1,6.64,2128.10,1509.29,17,1,10
CUST004227,"Limited Liability Company",Micro,FMCG,Enugu,Udi,"2024-09-19 00:00:00",2024-09-01,0.80,3,1269332.00,36.90,Active,"Partner Bank",0,NULL,NULL,0,0,55,46,9,3185325.54,17528.41,9771.41,1,57915.01,16,43,9,9,1,6.47,15234.35,10804.50,46,1,13
CUST004228,"Sole Proprietorship",Medium,"Beauty & Personal Care",FCT,Garki,"2024-10-02 00:00:00",2024-10-01,13.10,45,5023387.00,52.70,Active,"Field Sales",1,"2025-11-08 00:00:00",402,5,43,49,48,1,9239081.88,51705.52,28283.54,3,196576.21,15,139,39,12,1,6.49,69018.63,29551.97,48,3,23
CUST004229,"Registered Business Name",Small,Pharmacy,Ogun,"Ijebu Ode","2025-02-19 00:00:00",2025-02-01,9.80,16,1115745.00,46.70,Inactive,"Field Sales",1,"2025-10-10 00:00:00",233,4,26,61,57,4,5120264.13,81693.08,43017.54,4,85337.74,11,64,19,9,0,6.88,NULL,43068.74,57,4,4
CUST004230,"Sole Proprietorship",Small,Retail,Lagos,Ikorodu,"2025-02-15 00:00:00",2025-02-01,7.80,9,1439875.00,NULL,Active,"Partner Bank",1,"2025-05-07 00:00:00",81,10,69,70,64,6,7124840.95,55791.83,31608.87,4,104777.07,11,86,18,12,2,7.34,NULL,31608.87,64,4,28
CUST004231,"Sole Proprietorship",Micro,"Food & Restaurant",Lagos,Surulere,"2024-02-04 00:00:00",2024-02-01,3.30,2,1116869.00,79.80,Active,"Social Media",0,NULL,NULL,0,0,52,44,8,2234600.18,8800.99,4913.07,2,42973.08,23,50,12,16,5,6.51,7807.89,4973.18,44,2,7
CUST004232,"Registered Business Name",Small,FMCG,Kano,Kano,"2024-11-24 00:00:00",2024-11-01,1.90,17,1582245.00,56.90,Active,Website,0,NULL,NULL,0,0,79,70,9,10831619.00,135823.51,67306.13,3,144421.59,14,105,22,6,0,6.76,116594.84,67395.86,70,3,7
